session_id,label,step_0_delta_time,step_0_step_gap,step_0_loss_val,step_0_loss_velocity,step_0_time_per_index,step_0_is_compute_phase,step_0_cum_time_norm,step_1_delta_time,step_1_step_gap,step_1_loss_val,step_1_loss_velocity,step_1_time_per_index,step_1_is_compute_phase,step_1_cum_time_norm,step_2_delta_time,step_2_step_gap,step_2_loss_val,step_2_loss_velocity,step_2_time_per_index,step_2_is_compute_phase,step_2_cum_time_norm,step_3_delta_time,step_3_step_gap,step_3_loss_val,step_3_loss_velocity,step_3_time_per_index,step_3_is_compute_phase,step_3_cum_time_norm,step_4_delta_time,step_4_step_gap,step_4_loss_val,step_4_loss_velocity,step_4_time_per_index,step_4_is_compute_phase,step_4_cum_time_norm,step_5_delta_time,step_5_step_gap,step_5_loss_val,step_5_loss_velocity,step_5_time_per_index,step_5_is_compute_phase,step_5_cum_time_norm,step_6_delta_time,step_6_step_gap,step_6_loss_val,step_6_loss_velocity,step_6_time_per_index,step_6_is_compute_phase,step_6_cum_time_norm,step_7_delta_time,step_7_step_gap,step_7_loss_val,step_7_loss_velocity,step_7_time_per_index,step_7_is_compute_phase,step_7_cum_time_norm,step_8_delta_time,step_8_step_gap,step_8_loss_val,step_8_loss_velocity,step_8_time_per_index,step_8_is_compute_phase,step_8_cum_time_norm,step_9_delta_time,step_9_step_gap,step_9_loss_val,step_9_loss_velocity,step_9_time_per_index,step_9_is_compute_phase,step_9_cum_time_norm,step_10_delta_time,step_10_step_gap,step_10_loss_val,step_10_loss_velocity,step_10_time_per_index,step_10_is_compute_phase,step_10_cum_time_norm
243,1,0,0,0,0,0,0,0,1.573,87,0.0906,0.057596948506039414,0.01808045977011494,1,0.05243333333333333,1.074,87,1.062,0.9044692737430168,0.012344827586206896,1,0.08823333333333333,1.073,87,0.001,-0.988816403,0.012333333333333333,1,0.12400000000000001,1.074,87,0.6516,0.6057728119180632,0.012344827586206896,1,0.1598,1.074,87,1.5566,0.8426443202979516,0.012344827586206896,1,0.19560000000000002,1.073,87,0.001,-1.449767008,0.012333333333333333,1,0.23136666666666666,0.038,3,0.3525,9.25,0.012666666666666666,1,0.23263333333333333,2.773,0,0,-0.127118644,2.773,0,0.32506666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,1.386,1,1.6453,1.1870851370851372,1.386,1,0.0462,0.934,1,1.3302,-0.337366167,0.934,1,0.07733333333333332,0.87,1,1.0696,-0.29954023,0.87,1,0.10633333333333334,0.895,1,0.8408,-0.255642458,0.895,1,0.13616666666666666,0.894,1,0.6659,-0.195637584,0.894,1,0.16596666666666668,0.857,1,0.5238,-0.165810968,0.857,1,0.19453333333333334,0.614,0,0,-0.853094463,0.614,0,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,1,0,0,0,0,0,0,0,1.638,81,0.001,0.0006105006105006105,0.02022222222222222,1,0.054599999999999996,1.139,81,0.001,0,0.014061728395061729,1,0.09256666666666667,1.139,81,0.4912,0.43037752414398595,0.014061728395061729,1,0.13053333333333333,1.139,81,0.1916,-0.263037752,0.014061728395061729,1,0.16849999999999998,1.139,81,0.6265,0.38182616330114133,0.014061728395061729,1,0.20646666666666666,1.139,81,0.315,-0.273485514,0.014061728395061729,1,0.24443333333333334,1.139,81,0.8713,0.4884108867427568,0.014061728395061729,1,0.2824,1.139,81,0.4357,-0.382440737,0.014061728395061729,1,0.3203666666666667,0.099,7,0.141,-2.976767677,0.014142857142857143,1,0.3236666666666667,3.907,0,0,-0.036089071,3.907,0,0.4539
246,1,0,0,0,0,0,0,0,1.535,97,0.2391,0.1557654723127036,0.015824742268041238,1,0.051166666666666666,1.035,97,0.9107,0.648888888888889,0.010670103092783505,1,0.08566666666666665,1.036,97,0.3632,-0.528474903,0.010680412371134021,1,0.1202,1.035,97,0.3653,0.0020289855072463682,0.010670103092783505,1,0.1547,1.036,97,0.7301,0.35212355212355206,0.010680412371134021,1,0.1892333333333333,1.035,97,0.3375,-0.379323671,0.010670103092783505,1,0.2237333333333333,1.036,97,0.3294,-0.007818533,0.010680412371134021,1,0.2582666666666667,1.035,97,1.0247,0.6717874396135265,0.010670103092783505,1,0.2927666666666667,0.053,5,0.8567,-3.169811321,0.0106,1,0.29453333333333337,3.339,0,0,-0.256573824,3.339,0,0.4058333333333334
247,1,0,0,0,0,0,0,0,1.704,132,0.895,0.5252347417840376,0.012909090909090908,1,0.056799999999999996,1.205,132,0.2454,-0.539087137,0.009128787878787879,1,0.09696666666666666,1.204,132,0.7928,0.4546511627906976,0.00912121212121212,1,0.13710000000000003,0.009,1,0.3793,-45.94444444,0.009,1,0.1374,3.357,0,0,-0.112987787,3.357,0,0.2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0,0.967,1,1.2413,1.2836608066184076,0.967,1,0.03223333333333333,0.463,1,1.006,-0.508207343,0.463,1,0.04766666666666666,0.429,1,0.8115,-0.453379953,0.429,1,0.06196666666666666,0.379,1,0.6613,-0.396306069,0.379,1,0.0746,0.854,0,0,-0.774355972,0.854,0,0.10306666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0.614,1,1.5,2.44299674267101,0.614,1,0.020466666666666668,0.156,1,1.1835,-2.028846154,0.156,1,0.025666666666666667,0.143,1,0.9446,-1.670629371,0.143,1,0.030433333333333333,0.157,1,0.7448,-1.272611465,0.157,1,0.035666666666666666,1.04,0,0,-0.716153846,1.04,0,0.07033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,2.458,1,1.4512,0.5903986981285598,2.458,1,0.08193333333333334,1.88,1,1.1474,-0.161595745,1.88,1,0.1446,1.95,1,0.908,-0.122769231,1.95,1,0.2096,1.896,1,0.7362,-0.090611814,1.896,1,0.2728,1.965,1,0.6,-0.069312977,1.965,1,0.3383,1.957,1,0.4765,-0.063106796,1.957,1,0.40353333333333335,1.933,1,0.3841,-0.047801345,1.933,1,0.46796666666666664,1.881,1,0.3151,-0.036682616,1.881,1,0.5306666666666666,1.499,0,0,-0.210206805,1.499,0,0.5806333333333333,0,0,0,0,0,0,0
251,1,0,0,0,0,0,0,0,2.044,145,1.461,0.7147749510763209,0.01409655172413793,1,0.06813333333333334,1.544,145,0.5982,-0.55880829,0.010648275862068965,1,0.1196,1.545,145,1.1585,0.362653721682848,0.010655172413793103,1,0.1711,1.544,145,0.1244,-0.669753886,0.010648275862068965,1,0.22256666666666666,1.545,145,0.1975,0.047313915857605186,0.010655172413793103,1,0.2740666666666666,3.302,0,0,-0.059812235,3.302,0,0.3841333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,1,0,0,0,0,0,0,0,1.59,87,0.7845,0.4933962264150943,0.018275862068965518,1,0.053000000000000005,1.09,87,0.3623,-0.38733945,0.012528735632183909,1,0.08933333333333333,1.09,87,0.7653,0.36972477064220177,0.012528735632183909,1,0.12566666666666668,1.09,87,0.1202,-0.591834862,0.012528735632183909,1,0.162,2.126,0,0,-0.0565381,2.126,0,0.23286666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1,0,0,0,0,0,0,0,1.493,53,0.2836,0.18995311453449432,0.028169811320754717,1,0.04976666666666667,0.994,53,0.5933,0.311569416498994,0.018754716981132076,1,0.0829,0.994,53,0.001,-0.595875252,0.018754716981132076,1,0.11603333333333334,0.994,53,0.9559,0.9606639839034204,0.018754716981132076,1,0.14916666666666664,0.994,53,1.3395,0.3859154929577464,0.018754716981132076,1,0.18230000000000002,0.993,53,0.3232,-1.02346425,0.018735849056603773,1,0.21539999999999998,0.057,3,0.1743,-2.612280702,0.019,1,0.2173,2.088,0,0,-0.083477011,2.088,0,0.2869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,1,0,0,0,0,0,0,0,1.753,234,0.5082,0.2899030233884769,0.007491452991452991,1,0.05843333333333333,1.254,234,1.5232,0.8094098883572569,0.005358974358974359,1,0.10023333333333334,1.254,234,0.1801,-1.071052632,0.005358974358974359,1,0.14203333333333334,0.005,1,0.001,-35.82,0.005,1,0.1422,3.781,0,0,-0.00026448,3.781,0,0.2682333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0,1.304,1,1.4451,1.1082055214723927,1.304,1,0.04346666666666667,0.748,1,1.1421,-0.405080214,0.748,1,0.0684,0.725,1,0.9133,-0.315586207,0.725,1,0.09256666666666667,0.804,1,0.7272,-0.231467662,0.804,1,0.11936666666666666,0.737,1,0.5772,-0.203527815,0.737,1,0.14393333333333333,0.751,1,0.4521,-0.166577896,0.751,1,0.16896666666666665,0.729,1,0.3443,-0.1478738,0.729,1,0.19326666666666667,0.752,1,0.2817,-0.083244681,0.752,1,0.21833333333333332,1.176,0,0,-0.239540816,1.176,0,0.25753333333333334,0,0,0,0,0,0,0
256,1,0,0,0,0,0,0,0,1.294,55,0.7382,0.5704791344667697,0.023527272727272727,1,0.043133333333333336,0.795,55,0.001,-0.927295597,0.014454545454545456,1,0.06963333333333334,0.794,55,0.0287,0.03488664987405541,0.014436363636363638,1,0.0961,0.795,55,0.6844,0.8247798742138365,0.014454545454545456,1,0.1226,0.794,55,0.2194,-0.585642317,0.014436363636363638,1,0.14906666666666668,0.795,55,0.5687,0.43937106918238983,0.014454545454545456,1,0.17556666666666668,0.072,5,0.001,-7.884722222,0.0144,1,0.1779666666666667,2.906,0,0,-0.000344116,2.906,0,0.2748333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,1,0,0,0,0,0,0,0,1.931,115,0.4327,0.22408078715691349,0.016791304347826087,1,0.06436666666666667,1.432,115,0.1572,-0.192388268,0.012452173913043478,1,0.1121,1.432,115,0.2418,0.05907821229050278,0.012452173913043478,1,0.15983333333333333,2.258,0,0,-0.107085917,2.258,0,0.2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,1,0,0,0,0,0,0,0,1.728,65,0.2884,0.16689814814814816,0.026584615384615384,1,0.0576,1.228,65,0.614,0.26514657980456025,0.01889230769230769,1,0.09853333333333333,1.228,65,0.9988,0.31335504885993487,0.01889230769230769,1,0.13946666666666668,1.229,65,0.9056,-0.075834011,0.01890769230769231,1,0.18043333333333333,1.228,65,0.741,-0.134039088,0.01889230769230769,1,0.22136666666666666,1.228,65,0.022,-0.585504886,0.01889230769230769,1,0.2623,1.229,65,0.1269,0.0853539462978031,0.01890769230769231,1,0.3032666666666667,0.094,5,0.2884,1.7180851063829785,0.0188,1,0.3064,2.817,0,0,-0.102378417,2.817,0,0.4003,0,0,0,0,0,0,0
259,1,0,0,0,0,0,0,0,1.401,91,0.6066,0.4329764453961456,0.015395604395604397,1,0.0467,0.901,91,0.6841,0.08601553829078802,0.009901098901098901,1,0.07673333333333333,0.902,91,0.2712,-0.457760532,0.009912087912087912,1,0.1068,0.901,91,0.4678,0.21820199778024416,0.009901098901098901,1,0.13683333333333333,0.901,91,0.6668,0.22086570477247497,0.009901098901098901,1,0.16686666666666666,0.04,4,0.404,-6.57,0.01,1,0.16820000000000002,3.433,0,0,-0.117681328,3.433,0,0.2826333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0,2.262,1,1.3315,0.5886383731211317,2.262,1,0.0754,1.822,1,1.0732,-0.141767289,1.822,1,0.13613333333333333,1.785,1,0.8464,-0.127058824,1.785,1,0.19563333333333333,1.765,1,0.6923,-0.087308782,1.765,1,0.2544666666666667,1.787,1,0.5407,-0.084834919,1.787,1,0.31403333333333333,1.773,1,0.4489,-0.05177665,1.773,1,0.3731333333333334,1.768,1,0.3701,-0.044570136,1.768,1,0.43206666666666665,1.8,1,0.3086,-0.034166667,1.8,1,0.4920666666666667,1.09,0,0,-0.283119266,1.09,0,0.5284,0,0,0,0,0,0,0
261,1,0,0,0,0,0,0,0,1.219,91,0.6785,0.5566037735849056,0.013395604395604397,1,0.040633333333333334,0.719,91,0.1746,-0.700834492,0.0079010989010989,1,0.0646,0.72,91,0.1541,-0.028472222,0.007912087912087912,1,0.0886,0.719,91,0.7585,0.8406119610570236,0.0079010989010989,1,0.11256666666666666,0.719,91,0.4176,-0.474130737,0.0079010989010989,1,0.13653333333333334,0.72,91,1.1071,0.9576388888888889,0.007912087912087912,1,0.16053333333333333,0.719,91,0.4672,-0.889986092,0.0079010989010989,1,0.1845,0.719,91,0.4324,-0.048400556,0.0079010989010989,1,0.20846666666666666,0.024,3,0.001,-17.975,0.008,1,0.20926666666666666,3.356,0,0,-0.000297974,3.356,0,0.3211333333333333
262,1,0,0,0,0,0,0,0,1.849,84,0.001,0.0005408328826392645,0.02201190476190476,1,0.06163333333333333,1.35,84,0.001,0,0.016071428571428573,1,0.10663333333333333,1.35,84,0.7487,0.5538518518518518,0.016071428571428573,1,0.15163333333333334,1.349,84,0.8269,0.05796886582653813,0.016059523809523808,1,0.1966,1.35,84,0.9338,0.07918518518518518,0.016071428571428573,1,0.2416,1.35,84,0.6261,-0.227925926,0.016071428571428573,1,0.2866,0.048,3,0.0783,-11.4125,0.016,1,0.2882,3.052,0,0,-0.025655308,3.052,0,0.38993333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0,1.715,1,1.5833,0.923206997084548,1.715,1,0.05716666666666667,1.184,1,1.26,-0.273057432,1.184,1,0.09663333333333333,1.251,1,0.9888,-0.216786571,1.251,1,0.13833333333333334,1.21,1,0.8108,-0.147107438,1.21,1,0.17866666666666667,0.988,0,0,-0.820647773,0.988,0,0.21159999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,1,0,0,0,0,0,0,0,1.717,129,1.0459,0.6091438555620268,0.013310077519379846,1,0.05723333333333334,1.217,129,0.001,-0.858586689,0.009434108527131783,1,0.09780000000000001,1.217,129,0.1644,0.1342645850451931,0.009434108527131783,1,0.13836666666666667,1.217,129,0.224,0.04897288414133115,0.009434108527131783,1,0.17893333333333333,0.019,2,0.938,37.578947368421055,0.0095,1,0.17956666666666665,3.365,0,0,-0.278751857,3.365,0,0.29173333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,1.256,1,1.7213,1.3704617834394905,1.256,1,0.04186666666666667,0.848,1,1.3831,-0.398820755,0.848,1,0.07013333333333334,0.765,1,1.1221,-0.341176471,0.765,1,0.09563333333333333,0.766,1,0.8818,-0.313707572,0.766,1,0.12116666666666666,0.755,1,0.7217,-0.21205298,0.755,1,0.14633333333333332,0.813,1,0.5765,-0.178597786,0.813,1,0.17343333333333336,0.776,1,0.4594,-0.150902062,0.776,1,0.1993,0.787,1,0.3559,-0.131512071,0.787,1,0.22553333333333334,0.522,0,0,-0.681800766,0.522,0,0.24293333333333333,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,2.259,1,1.3646,0.6040725984949092,2.259,1,0.07529999999999999,1.812,1,1.1081,-0.141556291,1.812,1,0.1357,1.788,1,0.8857,-0.124384787,1.788,1,0.1953,1.744,1,0.7055,-0.103325688,1.744,1,0.25343333333333334,1.753,1,0.569,-0.077866515,1.753,1,0.3118666666666667,1.818,1,0.4636,-0.057975798,1.818,1,0.37246666666666667,0.77,0,0,-0.602077922,0.77,0,0.39813333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,1.893,1,1.234,0.6518753301637612,1.893,1,0.0631,1.432,1,0.9985,-0.164455307,1.432,1,0.11083333333333334,1.419,1,0.793,-0.144820296,1.419,1,0.15813333333333332,1.4,1,0.6301,-0.116357143,1.4,1,0.2048,1.379,1,0.5236,-0.077229877,1.379,1,0.25076666666666664,1.392,1,0.4228,-0.072413793,1.392,1,0.29716666666666663,1.453,0,0,-0.290984171,1.453,0,0.3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,2.46,1,1.5061,0.6122357723577235,2.46,1,0.082,2.038,1,1.201,-0.149705594,2.038,1,0.14993333333333334,1.956,1,0.9591,-0.123670757,1.956,1,0.21513333333333332,2.014,1,0.7637,-0.097020854,2.014,1,0.28226666666666667,2.039,1,0.5938,-0.083325159,2.039,1,0.35023333333333334,2.024,1,0.4894,-0.051581028,2.024,1,0.4177,2.014,1,0.3769,-0.055858987,2.014,1,0.48483333333333334,1.992,1,0.2913,-0.042971888,1.992,1,0.5512333333333334,0.647,0,0,-0.450231839,0.647,0,0.5728000000000001,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0.731,1,1.9067,2.6083447332421343,0.731,1,0.024366666666666665,0.177,1,1.5112,-2.234463277,0.177,1,0.030266666666666667,0.235,1,1.1946,-1.347234043,0.235,1,0.0381,0.181,1,0.9644,-1.271823204,0.181,1,0.04413333333333334,0.207,1,0.7665,-0.956038647,0.207,1,0.05103333333333333,0.831,0,0,-0.922382671,0.831,0,0.07873333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,1.594,1,1.6237,1.0186323713927226,1.594,1,0.05313333333333334,1.117,1,1.2792,-0.308415398,1.117,1,0.09036666666666666,1.138,1,1.0202,-0.227592267,1.138,1,0.1283,1.094,1,0.8251,-0.17833638,1.094,1,0.16476666666666664,1.076,1,0.6657,-0.148141264,1.076,1,0.20063333333333333,1.1,1,0.5367,-0.117272727,1.1,1,0.23729999999999998,1.079,1,0.4164,-0.111492122,1.079,1,0.27326666666666666,1.11,0,0,-0.375135135,1.11,0,0.31026666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,1,0,0,0,0,0,0,0,1.692,99,0.0373,0.022044917257683216,0.01709090909090909,1,0.0564,1.193,99,0.5643,0.44174350377200333,0.012050505050505051,1,0.09616666666666666,1.193,99,0.001,-0.472170997,0.012050505050505051,1,0.13593333333333335,1.193,99,1.4111,1.18197820620285,0.012050505050505051,1,0.1757,1.193,99,0.4181,-0.832355407,0.012050505050505051,1,0.21546666666666667,1.193,99,0.2193,-0.166638726,0.012050505050505051,1,0.2552333333333333,2.772,0,0,-0.079112554,2.772,0,0.34763333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,1,0,0,0,0,0,0,0,1.799,75,0.0444,0.024680377987770986,0.023986666666666667,1,0.05996666666666666,1.299,75,0.5465,0.38652809853733644,0.01732,1,0.10326666666666666,1.3,75,0.6315,0.06538461538461536,0.017333333333333333,1,0.14659999999999998,1.299,75,0.9099,0.21431870669745967,0.01732,1,0.1899,1.299,75,1.1573,0.1904541955350269,0.01732,1,0.23320000000000002,2.973,0,0,-0.389270098,2.973,0,0.3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,1,0,0,0,0,0,0,0,1.279,63,0.0106,0.008287724784988272,0.0203015873015873,1,0.04263333333333333,0.78,63,0.001,-0.012307692,0.012380952380952381,1,0.06863333333333334,0.78,63,0.8315,1.0647435897435897,0.012380952380952381,1,0.09463333333333333,0.78,63,0.001,-1.06474359,0.012380952380952381,1,0.12063333333333334,0.779,63,0.4807,0.6157894736842106,0.012365079365079365,1,0.14659999999999998,0.78,63,0.001,-0.615,0.012380952380952381,1,0.1726,0.78,63,0.1791,0.22833333333333333,0.012380952380952381,1,0.1986,0.78,63,0.1104,-0.088076923,0.012380952380952381,1,0.22460000000000002,0.012,1,0.001,-9.116666667,0.012,1,0.225,3.149,0,0,-0.000317561,3.149,0,0.32996666666666663
274,1,0,0,0,0,0,0,0,2.043,87,0.001,0.0004894762604013705,0.023482758620689655,1,0.06810000000000001,1.543,87,0.1204,0.07738172391445236,0.017735632183908046,1,0.11953333333333332,1.543,87,0.001,-0.077381724,0.017735632183908046,1,0.17096666666666666,1.543,87,0.001,0,0.017735632183908046,1,0.2224,1.543,87,0.001,0,0.017735632183908046,1,0.2738333333333333,1.544,87,0.0509,0.032318652849740934,0.01774712643678161,1,0.32530000000000003,1.543,87,0.001,-0.032339598,0.017735632183908046,1,0.3767333333333333,1.543,87,0.4394,0.2841218405703176,0.017735632183908046,1,0.4281666666666667,0.053,3,0.001,-8.271698113,0.017666666666666667,1,0.42993333333333333,3.923,0,0,-0.000254907,3.923,0,0.5607000000000001
275,0,0,0,0,0,0,0,0,1.129,1,1.4329,1.2691762621789195,1.129,1,0.03763333333333333,0.581,1,1.1321,-0.517728055,0.581,1,0.057,0.578,1,0.8917,-0.415916955,0.578,1,0.07626666666666666,0.629,1,0.7248,-0.265341812,0.629,1,0.09723333333333332,0.6,1,0.5996,-0.208666667,0.6,1,0.11723333333333333,0.635,1,0.4917,-0.16992126,0.635,1,0.1384,0.557,1,0.3793,-0.201795332,0.557,1,0.15696666666666664,1.457,0,0,-0.260329444,1.457,0,0.20553333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0,2.095,1,1.4398,0.6872553699284009,2.095,1,0.06983333333333334,1.654,1,1.1675,-0.164631197,1.654,1,0.12496666666666667,1.614,1,0.9311,-0.146468401,1.614,1,0.17876666666666668,1.59,1,0.7336,-0.124213836,1.59,1,0.23176666666666668,1.65,1,0.589,-0.087636364,1.65,1,0.28676666666666667,1.571,1,0.4871,-0.064863144,1.571,1,0.33913333333333334,1.613,1,0.3818,-0.065282083,1.613,1,0.3929,1.642,1,0.3132,-0.041778319,1.642,1,0.4476333333333333,0.532,0,0,-0.588721805,0.532,0,0.46536666666666665,0,0,0,0,0,0,0
277,1,0,0,0,0,0,0,0,1.354,103,0.0618,0.045642540620384045,0.013145631067961166,1,0.04513333333333334,0.855,103,0.1947,0.1554385964912281,0.008300970873786407,1,0.07363333333333334,0.854,103,1.4949,1.5224824355971895,0.00829126213592233,1,0.10210000000000001,0.855,103,0.1814,-1.53625731,0.008300970873786407,1,0.1306,0.016,2,0.3513,10.61875,0.008,1,0.13113333333333335,2.801,0,0,-0.125419493,2.801,0,0.2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,0,1.559,1,1.3886,0.8906991661321361,1.559,1,0.05196666666666667,1.134,1,1.1019,-0.252821869,1.134,1,0.08976666666666668,1.133,1,0.8904,-0.186672551,1.133,1,0.12753333333333333,1.118,1,0.7122,-0.159391771,1.118,1,0.1648,1.099,1,0.5772,-0.122838944,1.099,1,0.20143333333333333,1.143,1,0.4753,-0.089151356,1.143,1,0.23953333333333332,1.144,1,0.38,-0.083304196,1.144,1,0.2776666666666667,1.096,1,0.3213,-0.053558394,1.096,1,0.3142,1.196,0,0,-0.268645485,1.196,0,0.35406666666666664,0,0,0,0,0,0,0
279,1,0,0,0,0,0,0,0,2.073,97,0.1126,0.0543174143753015,0.021371134020618555,1,0.0691,1.574,97,0.001,-0.07090216,0.01622680412371134,1,0.12156666666666666,1.573,97,0.0655,0.04100445009535919,0.016216494845360824,1,0.174,1.574,97,1.0407,0.6195679796696315,0.01622680412371134,1,0.22646666666666665,1.574,97,1.169,0.08151207115628975,0.01622680412371134,1,0.27893333333333337,1.573,97,0.3519,-0.519453274,0.016216494845360824,1,0.3313666666666667,1.574,97,0.001,-0.222935197,0.01622680412371134,1,0.38383333333333336,1.574,97,0.4449,0.28202033036848795,0.01622680412371134,1,0.4363,0.016,1,0.2267,-13.6375,0.016,1,0.43683333333333335,2.58,0,0,-0.087868217,2.58,0,0.5228333333333334
280,1,0,0,0,0,0,0,0,1.565,110,0.001,0.0006389776357827476,0.014227272727272727,1,0.05216666666666667,1.066,110,0.5289,0.4952157598499062,0.009690909090909092,1,0.08769999999999999,1.065,110,0.516,-0.012112676,0.009681818181818182,1,0.1232,1.066,110,0.4994,-0.015572233,0.009690909090909092,1,0.1587333333333333,1.066,110,0.3925,-0.100281426,0.009690909090909092,1,0.19426666666666667,0.038,4,0.0895,-7.973684211,0.0095,1,0.1955333333333333,2.173,0,0,-0.041187299,2.173,0,0.26796666666666663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,1,0,0,0,0,0,0,0,1.575,107,0.8161,0.5181587301587302,0.014719626168224299,1,0.0525,1.075,107,0.0009,-0.758325581,0.010046728971962616,1,0.08833333333333333,1.075,107,0.2846,0.26390697674418606,0.010046728971962616,1,0.12416666666666668,0.01,1,0.4621,17.75,0.01,1,0.1245,2.611,0,0,-0.176981999,2.611,0,0.21153333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,1,0,0,0,0,0,0,0,1.422,65,0.4086,0.28734177215189877,0.021876923076923075,1,0.0474,0.922,65,0.823,0.44945770065075913,0.014184615384615386,1,0.07813333333333333,0.922,65,1.5625,0.8020607375271149,0.014184615384615386,1,0.10886666666666667,0.922,65,0.9771,-0.634924078,0.014184615384615386,1,0.1396,0.923,65,0.001,-1.057529794,0.0142,1,0.17036666666666667,0.922,65,0.8283,0.897288503253796,0.014184615384615386,1,0.2011,0.071,5,0.7328,-1.345070423,0.014199999999999999,1,0.20346666666666666,2.969,0,0,-0.24681711,2.969,0,0.30243333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,1,0,0,0,0,0,0,0,1.35,50,0.0221,0.016370370370370372,0.027000000000000003,1,0.045000000000000005,0.85,50,0.5979,0.6774117647058824,0.017,1,0.07333333333333333,0.85,50,0.0381,-0.658588235,0.017,1,0.10166666666666666,0.85,50,0.7097,0.7901176470588235,0.017,1,0.13,0.85,50,0.8643,0.18188235294117644,0.017,1,0.15833333333333333,0.85,50,0.7296,-0.158470588,0.017,1,0.18666666666666665,0.85,50,0.8457,0.13658823529411762,0.017,1,0.215,0.85,50,0.3575,-0.574352941,0.017,1,0.24333333333333332,0.034,2,0.7252,10.81470588235294,0.017,1,0.24446666666666667,2.595,0,0,-0.279460501,2.595,0,0.3309666666666667
284,0,0,0,0,0,0,0,0,1.607,1,1.276,0.7940261356565028,1.607,1,0.053566666666666665,1.152,1,1.0369,-0.207552083,1.152,1,0.09196666666666667,1.174,1,0.8214,-0.183560477,1.174,1,0.1311,1.164,1,0.6398,-0.156013746,1.164,1,0.16990000000000002,0.927,0,0,-0.690183387,0.927,0,0.2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
