label,len,t0_event,t0_dur,t0_cpu,t0_io,t0_days,t0_area,t0_rec,t0_exp,t1_event,t1_dur,t1_cpu,t1_io,t1_days,t1_area,t1_rec,t1_exp,t2_event,t2_dur,t2_cpu,t2_io,t2_days,t2_area,t2_rec,t2_exp,t3_event,t3_dur,t3_cpu,t3_io,t3_days,t3_area,t3_rec,t3_exp,t4_event,t4_dur,t4_cpu,t4_io,t4_days,t4_area,t4_rec,t4_exp,t5_event,t5_dur,t5_cpu,t5_io,t5_days,t5_area,t5_rec,t5_exp,t6_event,t6_dur,t6_cpu,t6_io,t6_days,t6_area,t6_rec,t6_exp,t7_event,t7_dur,t7_cpu,t7_io,t7_days,t7_area,t7_rec,t7_exp,t8_event,t8_dur,t8_cpu,t8_io,t8_days,t8_area,t8_rec,t8_exp,t9_event,t9_dur,t9_cpu,t9_io,t9_days,t9_area,t9_rec,t9_exp,t10_event,t10_dur,t10_cpu,t10_io,t10_days,t10_area,t10_rec,t10_exp,t11_event,t11_dur,t11_cpu,t11_io,t11_days,t11_area,t11_rec,t11_exp,t12_event,t12_dur,t12_cpu,t12_io,t12_days,t12_area,t12_rec,t12_exp,t13_event,t13_dur,t13_cpu,t13_io,t13_days,t13_area,t13_rec,t13_exp,t14_event,t14_dur,t14_cpu,t14_io,t14_days,t14_area,t14_rec,t14_exp,t15_event,t15_dur,t15_cpu,t15_io,t15_days,t15_area,t15_rec,t15_exp,t16_event,t16_dur,t16_cpu,t16_io,t16_days,t16_area,t16_rec,t16_exp,t17_event,t17_dur,t17_cpu,t17_io,t17_days,t17_area,t17_rec,t17_exp,t18_event,t18_dur,t18_cpu,t18_io,t18_days,t18_area,t18_rec,t18_exp,t19_event,t19_dur,t19_cpu,t19_io,t19_days,t19_area,t19_rec,t19_exp
1,30,1,0,0.0,1.0,0,0,0,2.058,2,0,0.0,1.0,25,1000,0,1.953,3,0.0,19.538,0.006,0,0,20000,5.38,5,1938.854,74.259,1.0,0,0,1,3.985,5,1917.317,56.4,1.0,0,0,1,0.0,5,1150.08,35.826,1.0,0,0,1,9.408,5,1103.643,42.716,1.0,0,0,1,25.879,5,954.965,48.669,1.0,0,0,1,0.0,5,1234.946,68.111,1.0,0,0,1,15.714,5,698.299,49.863,1.0,0,0,1,0.0,5,1475.479,82.27,1.0,0,0,1,0.0,5,1884.977,55.634,1.0,0,0,1,2.252,5,1581.648,47.839,1.0,0,0,1,14.583,5,1631.741,26.529,1.0,0,0,1,0.0,5,1475.022,52.93,1.0,0,0,1,0.0,5,1831.593,74.054,1.0,0,0,1,10.575,5,1547.989,47.291,1.0,0,0,1,0.0,5,1412.191,48.727,1.0,0,0,1,0.0,5,910.999,45.933,1.0,0,0,1,1.888,5,1436.614,76.976,1.0,0,0,1,0.0
0,9,1,0,16.767,1.0,0,0,0,3.418,2,0,0.0,1.0,12,316,0,0.0,3,0.0,47.186,0.001,0,0,10000,0.0,5,3675.432,67.687,1.0,0,0,1,0.0,5,3118.232,94.051,1.0,0,0,1,3.749,5,2953.421,67.209,1.0,0,0,1,0.0,5,2723.804,92.417,1.0,0,0,1,0.0,5,2015.255,74.041,1.0,0,0,1,11.434,7,0.0,0.0,1.0,0,0,0,34.563,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,30,1,0,18.028,1.0,0,0,0,0.0,2,0,19.667,1.0,21,1000,0,0.0,3,0.0,0.0,0.004,0,0,20000,17.766,5,1076.566,75.145,1.0,0,0,1,0.0,5,1220.709,81.71,1.0,0,0,1,10.229,5,1440.836,22.256,1.0,0,0,1,0.0,5,816.024,47.01,1.0,0,0,1,0.0,5,1467.333,23.236,1.0,0,0,1,2.574,5,1448.526,20.359,1.0,0,0,1,10.77,5,1475.215,25.029,1.0,0,0,1,0.0,5,1283.23,55.244,1.0,0,0,1,0.0,5,1647.526,82.904,1.0,0,0,1,0.0,5,1426.382,63.112,1.0,0,0,1,15.7,5,1601.009,88.069,1.0,0,0,1,2.241,5,2781.813,48.704,1.0,0,0,1,0.0,5,1898.606,40.274,1.0,0,0,1,0.0,5,1805.716,51.657,1.0,0,0,1,0.0,5,1020.962,35.221,1.0,0,0,1,21.011,5,1667.312,80.257,1.0,0,0,1,0.0,5,1160.757,46.889,1.0,0,0,1,0.0
0,30,1,0,1.649,1.0,0,0,0,0.0,2,0,11.918,1.0,144,5000,0,0.0,4,1614.644,47.473,0.851,0,0,5000,1.099,4,2278.896,58.546,0.81,0,0,5000,0.0,4,1867.833,71.178,0.96,0,0,5000,0.0,4,2782.765,72.825,0.969,0,0,5000,10.612,4,1309.73,48.094,0.978,0,0,5000,0.0,4,1582.123,89.066,0.862,0,0,5000,0.0,4,2036.996,66.138,0.954,0,0,5000,8.828,4,1546.322,50.451,0.923,0,0,5000,0.0,4,2486.652,14.692,0.897,0,0,5000,3.981,4,1946.448,67.445,0.818,0,0,5000,4.105,4,1670.634,65.83,0.824,0,0,5000,11.035,4,1595.19,38.983,0.825,0,0,5000,0.0,4,2331.382,30.793,0.807,0,0,5000,0.0,4,1635.364,36.155,0.932,0,0,5000,9.213,4,1787.455,67.387,0.942,0,0,5000,9.237,4,1481.552,96.372,0.895,0,0,5000,3.279,4,1721.427,37.905,0.889,0,0,5000,5.634,4,2037.882,53.477,0.818,0,0,5000,5.863
0,28,1,0,0.0,1.0,0,0,0,3.758,2,0,0.0,1.0,197,5000,0,0.0,4,1198.136,31.803,0.978,0,0,5000,0.0,4,1500.451,52.743,0.971,0,0,5000,0.0,4,2626.364,49.611,0.916,0,0,5000,0.0,4,2056.479,47.771,0.961,0,0,5000,6.241,4,2757.822,28.614,0.841,0,0,5000,0.0,4,1993.71,48.658,0.963,0,0,5000,0.0,4,2300.675,43.545,0.91,0,0,5000,8.132,4,2377.07,50.733,0.921,0,0,5000,0.0,4,2550.107,45.269,0.8,0,0,5000,16.804,4,2819.486,48.786,0.902,0,0,5000,0.0,4,3080.666,54.47,0.957,0,0,5000,0.0,4,2054.377,62.357,0.928,0,0,5000,5.208,4,2266.7,56.497,0.859,0,0,5000,0.0,4,1189.016,30.089,0.874,0,0,5000,0.0,4,1588.409,35.243,0.842,0,0,5000,8.939,4,2434.219,41.378,0.96,0,0,5000,5.85,4,2092.371,40.617,0.801,0,0,5000,0.0,4,1703.197,52.212,0.828,0,0,5000,0.0
0,34,1,0,0.0,1.0,0,0,0,8.271,2,0,1.914,1.0,242,5000,0,0.0,4,2047.989,99.182,0.946,0,0,5000,13.205,4,2345.421,15.943,0.81,0,0,5000,1.089,4,1761.003,61.345,0.835,0,0,5000,0.0,4,1092.98,26.192,0.921,0,0,5000,1.671,4,869.203,50.18,0.884,0,0,5000,2.525,4,1694.26,86.983,0.968,0,0,5000,12.301,4,2110.567,28.354,0.868,0,0,5000,11.567,4,2137.279,29.736,0.86,0,0,5000,4.286,4,1592.864,30.134,0.825,0,0,5000,0.0,4,1877.015,40.302,0.952,0,0,5000,0.0,4,1282.265,53.023,0.816,0,0,5000,10.418,4,2467.507,60.921,0.951,0,0,5000,0.062,4,1909.689,50.158,0.977,0,0,5000,0.0,4,2964.593,40.072,0.828,0,0,5000,12.553,4,997.799,46.052,0.824,0,0,5000,0.0,4,2825.094,46.135,0.969,0,0,5000,0.0,4,1792.908,17.472,0.869,0,0,5000,0.758,4,1912.358,42.006,0.879,0,0,5000,3.267
0,36,1,0,0.0,1.0,0,0,0,0.0,2,0,17.428,1.0,242,5000,0,0.0,4,1487.506,51.261,0.822,0,0,5000,8.012,4,2558.994,35.12,0.932,0,0,5000,1.467,4,1534.76,40.482,0.825,0,0,5000,0.0,4,2250.265,20.632,0.941,0,0,5000,0.0,4,1954.13,46.602,0.885,0,0,5000,0.0,4,2138.849,79.501,0.901,0,0,5000,0.0,4,1617.385,60.906,0.937,0,0,5000,0.0,4,2989.246,64.956,0.884,0,0,5000,0.0,4,1312.991,40.633,0.843,0,0,5000,1.577,4,1607.601,15.003,0.922,0,0,5000,0.0,4,2164.034,54.426,0.838,0,0,5000,0.0,4,1627.777,9.169,0.883,0,0,5000,1.906,4,1558.068,43.868,0.86,0,0,5000,11.506,4,2094.866,60.458,0.807,0,0,5000,0.0,4,2553.296,59.339,0.893,0,0,5000,0.0,4,3257.657,47.097,0.835,0,0,5000,1.956,4,1876.621,88.874,0.941,0,0,5000,1.389,4,2549.907,53.097,0.823,0,0,5000,0.0
0,9,1,0,3.617,1.0,0,0,0,4.538,2,0,0.0,1.0,11,180,0,0.0,3,0.0,46.216,0.001,0,0,10000,0.0,5,4397.033,66.228,1.0,0,0,1,0.0,5,3598.884,91.008,1.0,0,0,1,0.0,5,2915.294,92.536,1.0,0,0,1,0.0,5,5396.342,100.0,1.0,0,0,1,9.14,5,4153.772,86.808,1.0,0,0,1,0.0,7,0.0,0.0,1.0,0,0,0,28.54,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,9,1,0,1.921,1.0,0,0,0,15.992,2,0,0.0,1.0,12,195,0,0.0,3,0.0,55.227,0.002,0,0,10000,0.0,5,3690.31,51.505,1.0,0,0,1,0.0,5,3186.01,100.0,1.0,0,0,1,9.655,5,3238.672,100.0,1.0,0,0,1,0.0,5,3070.689,81.713,1.0,0,0,1,18.389,5,2776.038,100.0,1.0,0,0,1,1.599,7,0.0,7.796,1.0,0,0,0,54.687,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,36,1,0,20.216,1.0,0,0,0,17.753,2,0,0.0,1.0,111,5000,0,0.0,4,1990.681,41.203,0.903,0,0,5000,0.28,4,1736.593,60.799,0.834,0,0,5000,0.0,4,2196.342,48.504,0.846,0,0,5000,1.704,4,2433.484,63.086,0.854,0,0,5000,4.984,4,2271.371,54.066,0.942,0,0,5000,6.149,4,3078.484,28.19,0.89,0,0,5000,0.0,4,1470.778,60.582,0.879,0,0,5000,13.306,4,2225.886,51.242,0.937,0,0,5000,0.0,4,2705.107,40.374,0.844,0,0,5000,0.0,4,1806.814,27.209,0.902,0,0,5000,6.556,4,1433.758,62.733,0.91,0,0,5000,0.0,4,2639.456,14.846,0.951,0,0,5000,15.632,4,1697.866,62.585,0.829,0,0,5000,5.447,4,1788.718,60.24,0.819,0,0,5000,0.0,4,1746.126,64.972,0.903,0,0,5000,0.0,4,2232.332,64.984,0.917,0,0,5000,9.799,4,2858.836,54.443,0.805,0,0,5000,12.884,4,2089.513,59.59,0.819,0,0,5000,0.0
0,9,1,0,0.0,1.0,0,0,0,3.694,2,0,13.919,1.0,0,220,0,0.0,3,0.0,54.004,0.001,0,0,10000,15.941,5,3120.643,86.088,1.0,0,0,1,10.16,5,4109.57,79.065,1.0,0,0,1,4.797,5,2625.48,75.04,1.0,0,0,1,23.453,5,3542.691,67.005,1.0,0,0,1,0.0,5,3231.959,97.599,1.0,0,0,1,0.0,7,0.0,0.0,1.0,0,0,0,29.351,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,29,1,0,0.0,1.0,0,0,0,1.282,2,0,24.387,1.0,364,5000,0,2.192,4,3050.419,35.641,0.959,0,0,5000,5.298,4,2913.745,45.644,0.923,0,0,5000,0.0,4,2864.033,63.448,0.801,0,0,5000,6.861,4,959.707,34.609,0.966,0,0,5000,2.298,4,1442.631,36.852,0.885,0,0,5000,3.823,4,1901.798,75.255,0.838,0,0,5000,0.758,4,1704.437,34.667,0.924,0,0,5000,16.302,4,2630.509,46.478,0.931,0,0,5000,5.376,4,1965.832,48.225,0.813,0,0,5000,0.0,4,2230.558,74.517,0.852,0,0,5000,0.0,4,2031.98,50.888,0.816,0,0,5000,26.572,4,2189.76,67.735,0.923,0,0,5000,7.113,4,1786.145,52.216,0.919,0,0,5000,0.0,4,1869.305,21.103,0.853,0,0,5000,0.0,4,2389.968,36.982,0.964,0,0,5000,5.844,4,1766.477,46.967,0.864,0,0,5000,0.0,4,1489.254,35.103,0.837,0,0,5000,3.84,4,1849.903,55.313,0.976,0,0,5000,0.0
0,25,1,0,0.0,1.0,0,0,0,7.62,2,0,24.782,1.0,144,5000,0,1.957,4,2072.48,68.816,0.922,0,0,5000,0.0,4,1437.032,38.448,0.844,0,0,5000,0.0,4,1461.949,35.488,0.865,0,0,5000,0.0,4,1717.907,66.599,0.927,0,0,5000,10.855,4,3109.705,26.888,0.837,0,0,5000,0.0,4,1897.029,12.025,0.86,0,0,5000,12.848,4,1839.453,60.88,0.883,0,0,5000,0.0,4,2276.642,37.496,0.808,0,0,5000,7.693,4,1695.586,41.99,0.83,0,0,5000,0.0,4,2011.181,47.34,0.852,0,0,5000,0.46,4,2186.336,10.126,0.817,0,0,5000,3.026,4,2970.428,44.895,0.975,0,0,5000,0.0,4,1514.15,25.616,0.971,0,0,5000,0.0,4,1299.552,38.292,0.854,0,0,5000,0.0,4,1461.883,43.681,0.866,0,0,5000,1.697,4,1350.074,34.36,0.897,0,0,5000,4.848,4,3599.095,21.829,0.876,0,0,5000,0.0,4,2241.447,52.214,0.903,0,0,5000,11.316
0,9,1,0,1.464,1.0,0,0,0,0.0,2,0,3.811,1.0,11,495,0,5.075,3,0.0,22.49,0.001,0,0,10000,3.057,5,3519.876,70.127,1.0,0,0,1,0.0,5,3298.714,73.286,1.0,0,0,1,5.021,5,3056.486,82.372,1.0,0,0,1,7.06,5,1611.099,99.177,1.0,0,0,1,19.642,5,3679.716,64.949,1.0,0,0,1,8.707,7,0.0,0.0,1.0,0,0,0,10.643,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,32,1,0,14.551,1.0,0,0,0,0.0,2,0,11.462,1.0,28,1000,0,17.92,3,0.0,39.556,0.006,0,0,20000,0.0,5,1536.463,35.71,1.0,0,0,1,0.0,5,1203.804,55.403,1.0,0,0,1,0.0,5,1573.518,48.669,1.0,0,0,1,0.0,5,1344.363,43.998,1.0,0,0,1,0.0,5,2331.031,30.466,1.0,0,0,1,0.0,5,1248.822,63.773,1.0,0,0,1,13.707,5,1140.614,53.123,1.0,0,0,1,14.232,5,1105.701,52.63,1.0,0,0,1,8.601,5,1018.743,32.164,1.0,0,0,1,3.277,5,833.561,59.454,1.0,0,0,1,0.0,5,1328.739,55.483,1.0,0,0,1,21.585,5,1160.747,40.841,1.0,0,0,1,2.392,5,1551.609,58.563,1.0,0,0,1,0.0,5,1717.056,45.796,1.0,0,0,1,0.904,5,1398.096,61.804,1.0,0,0,1,0.0,5,1653.6,71.036,1.0,0,0,1,0.0,5,2503.069,72.558,1.0,0,0,1,5.773
0,43,1,0,5.093,1.0,0,0,0,0.0,2,0,0.355,1.0,155,5000,0,0.0,4,2780.968,52.116,0.868,0,0,5000,0.0,4,3091.759,29.145,0.856,0,0,5000,8.385,4,1732.345,48.412,0.919,0,0,5000,1.208,4,1886.566,67.874,0.864,0,0,5000,0.0,4,1522.303,48.324,0.816,0,0,5000,10.754,4,1769.529,51.257,0.958,0,0,5000,0.035,4,1924.728,24.717,0.91,0,0,5000,0.0,4,1101.352,50.202,0.8,0,0,5000,0.0,4,2575.864,41.962,0.956,0,0,5000,18.013,4,1665.756,70.952,0.843,0,0,5000,0.0,4,2062.975,56.785,0.965,0,0,5000,12.323,4,2634.299,48.43,0.871,0,0,5000,0.0,4,2021.113,62.895,0.85,0,0,5000,0.0,4,1667.889,20.227,0.811,0,0,5000,7.507,4,1900.519,37.805,0.867,0,0,5000,10.195,4,1667.974,68.086,0.882,0,0,5000,7.036,4,2878.461,48.867,0.818,0,0,5000,0.0,4,1768.31,43.807,0.955,0,0,5000,8.469
1,33,1,0,33.682,1.0,0,0,0,8.589,2,0,1.102,1.0,26,1000,0,0.0,3,0.0,24.391,0.004,0,0,20000,0.0,5,2166.692,41.068,1.0,0,0,1,3.1,5,2151.984,42.854,1.0,0,0,1,1.957,5,1561.472,65.372,1.0,0,0,1,0.0,5,2885.544,70.337,1.0,0,0,1,0.713,5,1304.205,35.2,1.0,0,0,1,0.0,5,1207.287,65.662,1.0,0,0,1,13.041,5,1995.46,43.633,1.0,0,0,1,0.0,5,1168.757,31.966,1.0,0,0,1,1.85,5,1373.293,62.676,1.0,0,0,1,16.328,5,1518.742,59.97,1.0,0,0,1,0.0,5,1295.339,26.903,1.0,0,0,1,4.864,5,1112.433,58.981,1.0,0,0,1,0.124,5,1365.578,5.506,1.0,0,0,1,0.0,5,1250.343,79.707,1.0,0,0,1,7.913,5,1486.046,37.223,1.0,0,0,1,0.871,5,2215.953,59.234,1.0,0,0,1,1.014,5,1274.222,74.567,1.0,0,0,1,10.78
0,37,1,0,9.029,1.0,0,0,0,11.065,2,0,0.0,1.0,118,5000,0,0.079,4,1711.486,43.265,0.945,0,0,5000,0.0,4,1492.216,67.872,0.862,0,0,5000,0.0,4,1525.033,80.526,0.924,0,0,5000,0.0,4,2339.033,91.683,0.961,0,0,5000,0.0,4,1832.709,3.334,0.938,0,0,5000,0.0,4,2192.512,40.349,0.961,0,0,5000,0.0,4,2643.013,26.242,0.926,0,0,5000,2.136,4,2397.755,43.369,0.926,0,0,5000,0.0,4,1357.082,51.559,0.871,0,0,5000,0.0,4,2163.356,75.502,0.949,0,0,5000,1.477,4,1930.022,24.261,0.876,0,0,5000,1.589,4,2014.935,35.553,0.86,0,0,5000,5.468,4,1512.04,61.096,0.957,0,0,5000,17.208,4,1862.307,33.716,0.954,0,0,5000,0.0,4,1497.974,60.062,0.812,0,0,5000,0.0,4,1853.867,42.017,0.88,0,0,5000,0.0,4,1132.177,35.084,0.879,0,0,5000,0.0,4,2274.26,45.062,0.908,0,0,5000,0.0
1,7,1,0,10.08,1.0,0,0,0,0.0,2,0,0.0,1.0,10,200,0,0.0,3,0.0,30.159,0.0,0,0,20000,17.133,5,3698.341,100.0,1.0,0,0,1,8.957,5,4847.68,90.884,1.0,0,0,1,0.0,5,3512.827,100.0,1.0,0,0,1,0.014,7,0.0,16.083,1.0,0,0,0,23.474,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,7,1,0,0.0,1.0,0,0,0,0.0,2,0,2.677,1.0,10,200,0,0.488,3,0.0,16.441,0.0,0,0,20000,2.653,5,4004.763,70.266,1.0,0,0,1,4.624,5,2788.648,100.0,1.0,0,0,1,3.295,5,2266.469,93.599,1.0,0,0,1,25.015,7,0.0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,28,1,0,12.898,1.0,0,0,0,17.622,2,0,23.173,1.0,39,1000,0,0.0,3,0.0,28.462,0.012,0,0,20000,12.168,5,1557.566,82.437,1.0,0,0,1,0.0,5,1542.236,42.926,1.0,0,0,1,0.0,5,1739.733,63.342,1.0,0,0,1,0.0,5,1305.125,59.605,1.0,0,0,1,0.735,5,2326.535,60.09,1.0,0,0,1,9.622,5,732.17,57.175,1.0,0,0,1,0.902,5,2655.621,34.596,1.0,0,0,1,0.0,5,1472.694,27.135,1.0,0,0,1,10.692,5,1624.672,76.397,1.0,0,0,1,1.365,5,3011.48,55.157,1.0,0,0,1,0.0,5,1450.141,84.349,1.0,0,0,1,19.689,5,1401.371,69.98,1.0,0,0,1,9.577,5,2221.735,70.03,1.0,0,0,1,6.405,5,1591.042,44.267,1.0,0,0,1,13.653,5,1610.677,35.218,1.0,0,0,1,0.0,5,938.192,64.181,1.0,0,0,1,14.554,5,1026.63,61.938,1.0,0,0,1,2.725
1,30,1,0,10.517,1.0,0,0,0,9.519,2,0,27.701,1.0,23,1000,0,0.0,3,0.0,23.092,0.01,0,0,20000,0.0,5,716.544,54.622,1.0,0,0,1,0.0,5,1171.066,46.101,1.0,0,0,1,5.925,5,2264.436,59.412,1.0,0,0,1,28.834,5,1228.418,50.054,1.0,0,0,1,0.0,5,1678.409,46.126,1.0,0,0,1,0.0,5,1770.684,74.624,1.0,0,0,1,0.0,5,935.822,70.682,1.0,0,0,1,14.202,5,999.187,32.865,1.0,0,0,1,0.0,5,1985.303,59.21,1.0,0,0,1,10.422,5,645.329,68.394,1.0,0,0,1,9.28,5,1240.92,47.438,1.0,0,0,1,0.0,5,2007.699,67.724,1.0,0,0,1,8.926,5,1182.319,95.991,1.0,0,0,1,0.0,5,2142.732,32.078,1.0,0,0,1,0.0,5,809.554,42.499,1.0,0,0,1,0.0,5,1262.306,45.929,1.0,0,0,1,6.877,5,1756.995,45.579,1.0,0,0,1,5.042
0,39,1,0,0.0,1.0,0,0,0,2.158,2,0,0.0,1.0,30,5000,0,3.175,4,1271.802,51.227,0.892,0,0,5000,18.89,4,1648.452,56.927,0.905,0,0,5000,11.467,4,2348.051,5.968,0.856,0,0,5000,8.015,4,2575.923,28.754,0.844,0,0,5000,0.0,4,1455.076,26.994,0.914,0,0,5000,0.0,4,2787.603,86.258,0.954,0,0,5000,8.469,4,2139.877,89.534,0.95,0,0,5000,1.078,4,2026.255,36.633,0.888,0,0,5000,6.403,4,2090.719,41.04,0.916,0,0,5000,9.0,4,2121.591,84.684,0.869,0,0,5000,1.591,4,2051.265,59.703,0.822,0,0,5000,0.0,4,1354.298,48.649,0.849,0,0,5000,0.0,4,2693.076,44.464,0.877,0,0,5000,0.0,4,2808.044,40.043,0.81,0,0,5000,0.0,4,2831.156,56.37,0.921,0,0,5000,4.679,4,1723.3,36.461,0.942,0,0,5000,5.225,4,2169.004,63.501,0.936,0,0,5000,5.659,4,2066.556,47.433,0.922,0,0,5000,5.952
1,7,1,0,0.0,1.0,0,0,0,0.0,2,0,0.0,1.0,10,200,0,0.0,3,0.0,8.3,0.0,0,0,20000,19.883,5,3948.081,91.025,1.0,0,0,1,5.644,5,4175.87,100.0,1.0,0,0,1,4.681,5,4369.402,88.691,1.0,0,0,1,0.0,7,0.0,0.0,1.0,0,0,0,9.426,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,30,1,0,0.004,1.0,0,0,0,0.0,2,0,0.0,1.0,40,1000,0,0.0,3,0.0,28.287,0.003,0,0,20000,0.0,5,2270.724,43.001,1.0,0,0,1,0.0,5,1335.876,85.522,1.0,0,0,1,0.0,5,862.498,28.951,1.0,0,0,1,0.0,5,1020.268,70.589,1.0,0,0,1,0.0,5,1828.166,79.598,1.0,0,0,1,0.0,5,2463.401,71.814,1.0,0,0,1,0.0,5,1462.687,80.265,1.0,0,0,1,1.199,5,1139.208,81.384,1.0,0,0,1,0.0,5,1245.735,58.967,1.0,0,0,1,0.0,5,1943.775,70.401,1.0,0,0,1,10.896,5,1304.992,42.989,1.0,0,0,1,0.0,5,1592.08,51.004,1.0,0,0,1,8.784,5,1443.635,29.026,1.0,0,0,1,0.0,5,1867.329,75.549,1.0,0,0,1,6.467,5,1793.815,81.419,1.0,0,0,1,2.978,5,1002.552,15.001,1.0,0,0,1,0.0,5,1351.834,67.553,1.0,0,0,1,5.192
1,33,1,0,19.669,1.0,0,0,0,0.0,2,0,0.0,1.0,27,1000,0,0.0,3,0.0,45.815,0.003,0,0,20000,12.41,5,1256.156,59.534,1.0,0,0,1,0.0,5,2658.318,7.676,1.0,0,0,1,0.0,5,1146.861,83.51,1.0,0,0,1,3.294,5,1622.652,22.316,1.0,0,0,1,0.0,5,1458.085,82.765,1.0,0,0,1,0.366,5,1256.573,32.61,1.0,0,0,1,11.056,5,2107.953,37.154,1.0,0,0,1,4.592,5,930.069,46.635,1.0,0,0,1,17.476,5,1282.845,56.124,1.0,0,0,1,5.009,5,2435.899,45.156,1.0,0,0,1,0.0,5,1768.764,44.352,1.0,0,0,1,0.0,5,1519.088,53.751,1.0,0,0,1,0.165,5,1426.619,58.881,1.0,0,0,1,0.0,5,981.706,59.652,1.0,0,0,1,23.268,5,1311.912,40.156,1.0,0,0,1,0.0,5,894.105,61.671,1.0,0,0,1,11.655,5,1284.548,48.819,1.0,0,0,1,4.27
